original_ADDRESS,original_STREET NUMBER FROM,original_STREET NUMBER TO,original_DIRECTION,original_STREET NAME,original_STREET TYPE,original_TANK TYPE,original_FACILITY ID,original_OWNER,original_FACILITY NAME,original_Tank ID,original_TANK MATERIAL,original_TANK CONSTRUCTION,original_TANK PRODUCT,original_TANK CAPACITY,original_INSTALLATION DATE,original_REMOVAL DATE,original_LAST USED DATE,original_COMMENT,original_DATA SOURCE,original_LATITUDE,original_LONGITUDE,original_LOCATION,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county_code,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
1380 W LAKE ST,1380,1380,W,LAKE,ST,UNDERGROUND STORAGE TANK,2030112,See Environmental Permit Dataset,FORMER RUSH PRESBYTERIAN MEDICAL,0003,,,H.O ADDITI,175,,,," ",DEPT. OF PUBLIC HEALTH,41.88553521199713,-87.66189724784033,POINT (-87.66189724784033 41.88553521199713),16.3231644432393,"1380 W Lake Street, Chicago, IL 60607, United States of America",41.885682,-87.661895,,1380,W Lake Street,60607,Chicago,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1100 W 35TH ST,1100,1100,W,35TH,ST,UNDERGROUND STORAGE TANK,1100W351953-11-06,,ARTHUR & BOHO TSINONIS,,,,,,11/06/1953,,,WORK BY: V. A. SMITH; INSTALL 1-550 GAL FUEL OIL TANK           FINAL  2/18/54,HISTORIC DEPT. OF BUILDINGS,41.830761054543814,-87.65351128907335,POINT (-87.65351128907335 41.830761054543814),7.341262964844535,"Phil's Pizza, 1102 West 35th Street, Chicago, IL 60608, United States of America",41.83091185,-87.65364759948432,Phil's Pizza,1102,West 35th Street,60608,Chicago,Bridgeport,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10350 S INDIANAPOLIS AVE,10350,10350,S,INDIANAPOLIS,AVE,UNDERGROUND STORAGE TANK,10350IN1956-01-24,,SKYWAY CAR WASH,,,,,,01/24/1956,,,WORK BY: H. M. BOLES & SONS; INSPECT 2-4K GAL GSLN TKS                FINAL  8/10/56,HISTORIC DEPT. OF BUILDINGS,41.70668927170491,-87.52886051768583,POINT (-87.52886051768583 41.70668927170491),13.721010611766376,"10360 South Indianapolis Avenue, Chicago, IL 60617, United States of America",41.706587,-87.528953,,10360,South Indianapolis Avenue,60617,Chicago,East Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1654 N KILPATRICK AVE,1654,1654,N,KILPATRICK,AVE,UNDERGROUND STORAGE TANK,1654KIL1971-10-06,,CONTINENTAL CAN,,,,,,10/06/1971,,,WORK BY: WISC. BOILER BURNE & CTLS.; INSTALL 2-15K GAL FUEL OIL TANKS            FINAL  10/20/71,HISTORIC DEPT. OF BUILDINGS,41.91124898969578,-87.74362989368714,POINT (-87.74362989368714 41.91124898969578),3.2305591838332135,"1698 North Kilpatrick Avenue, Chicago, IL 60651, United States of America",41.911242,-87.743592,,1698,North Kilpatrick Avenue,60651,,Austin,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1312 S MICHIGAN AVE,1312,1312,S,MICHIGAN,AVE,UNDERGROUND STORAGE TANK,1312MIC1961-03-05,,1313 S MICHIGAN PARTNERSHIP,,,,,,03/05/1961,,,"WORK BY: OWNER; INSTALL 1-1K F.O., 1-250G W.O.",HISTORIC DEPT. OF BUILDINGS,41.86537627050272,-87.62425344766423,POINT (-87.62425344766423 41.86537627050272),1.675860610998409,"1308 South Michigan Avenue, Chicago, IL 60605, United States of America",41.86539995,-87.62458473407645,,1308,South Michigan Avenue,60605,South Loop,Near South Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1334 W DIVISION ST,1334,1334,W,DIVISION,ST,UNDERGROUND STORAGE TANK,1334DIV1971-10-01,,AMOCO OIL,,,,,,10/01/1971,,,WORK BY: H. M. BOLES & SONS; GLASS ARMOR 1-6K & 1-4K GAL GASLN      FINAL 11/1/71,HISTORIC DEPT. OF BUILDINGS,41.90353524422393,-87.66193199963413,POINT (-87.66193199963413 41.90353524422393),8.54609016267923,"BP, 1342 West Division Street, Chicago, IL 60642, United States of America",41.9036596,-87.66207550038374,BP,1342,West Division Street,60642,Pulaski Park,West Town,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1701 E 57TH ST,1701,,E,57TH,ST,ABOVEGROUND STORAGE TANK,5700SLAKESH,MUSEUM OF SCIENCE,MUSEUM OF SCIENCE,,,DOUBLE WALL VAULTED,DIESEL,NO. OF TANKS: 1 (500 GALLON),,,,"DATE OF REPORT: 04/12/2000 ",HISTORIC DEPT.OF ENVIRONMENT,41.79253620872735,-87.58379120622547,POINT (-87.58379120622547 41.79253620872735),11.876922676763805,"East 57th Drive, Chicago, IL 60637, United States of America",41.792643,-87.583794,,,East 57th Drive,60637,Chicago,Jackson Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
23 N GREEN ST,23,23,N,GREEN,ST,UNDERGROUND STORAGE TANK,2041552,See Environmental Permit Dataset,VACANT BLDG.,0001,,,HEATING OI,3000,,,12/31/1973,"REMOVED 5/21/03,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 107281     107281; ]",DEPT. OF PUBLIC HEALTH,41.88250696768832,-87.64840240760574,POINT (-87.64840240760574 41.88250696768832),0,"21-25 North Green Street, Chicago, IL 60661, United States of America",41.88254895,-87.64821787269469,,21-25,North Green Street,60661,Fulton Market District,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1955 W 21ST ST,1955,1957,W,21ST,ST,UNDERGROUND STORAGE TANK,1957W211974-07-22,,DOC'S SERVICE STATION,,,,,,07/22/1974,,,WORK BY: SYSTEMS PIPING; INSTALL 1-1K GAL GSLN TANK               FINAL  8/29/74,HISTORIC DEPT. OF BUILDINGS,41.853905532023504,-87.67561697736012,POINT (-87.67561697736012 41.853905532023504),10.701286430269949,"1951 West 21st Street, Chicago, IL 60608, United States of America",41.85385345,-87.6754470993929,,1951,West 21st Street,60608,Chicago,Lower West Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
17 E HURON ST,17,17,E,HURON,ST,UNDERGROUND STORAGE TANK,17EHURO1959-07-06,,17 EAST HURON CORPORATION,,,,,,07/06/1959,,,WORK BY: CLEARING HEATING; INSTAL 1-2K FUEL OIL,HISTORIC DEPT. OF BUILDINGS,41.89477755412763,-87.62739040720632,POINT (-87.62739040720632 41.89477755412763),0,"Ikram, 15 East Huron Street, Chicago, IL 60611, United States of America",41.89464335,-87.62751298067677,Ikram,15,East Huron Street,60611,River North,Near North Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1500 W DEVON AVE,1500,1500,W,DEVON,AVE,UNDERGROUND STORAGE TANK,2031704,See Environmental Permit Dataset,DEVON-CITGO INC.,0001,,,GASOLINE,8000,,,,"1500-04 W DEVON, REMOVED 10/11/96,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Tank Gauging; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: FRP/Compsite; Tank Overfill Protection: Drop Tube Valve; Piping Type: Pressurized Piping; Piping Corrosion Protection: FRP; Piping Wall: Single; Pipe Material: FRP; ]",DEPT. OF PUBLIC HEALTH,41.99821787613215,-87.6680250536495,POINT (-87.6680250536495 41.99821787613215),4.392433313083274,"North Greenview Avenue, Chicago, IL 60626, United States of America",41.9984584,-87.6679784,North Greenview Avenue,,North Greenview Avenue,60626,,Rogers Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2100 W 79TH ST,2100,2100,W,79TH,ST,UNDERGROUND STORAGE TANK,2021388,See Environmental Permit Dataset,GO TANE SERVICE STATION,0004,,,USED OIL,1000,,,," ",DEPT. OF PUBLIC HEALTH,41.750308468881975,-87.67564359321214,POINT (-87.67564359321214 41.750308468881975),20.426800026532057,"2100 West 79th Street, Chicago, IL 60620, United States of America",41.750467,-87.675768,,2100,West 79th Street,60620,Chicago,Auburn Gresham,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1623 N NORTH PARK AVE,1623,1623,N,NORTH PARK,AVE,UNDERGROUND STORAGE TANK,1623NOR1960-07-27,,HUDLAND,,,,,,07/27/1960,,,"WORK BY: ROBERT YOUNG INC.; REPLACE 1-5K GAS, REMOVE 1-5K GAS",HISTORIC DEPT. OF BUILDINGS,41.911771427576866,-87.63653731033266,POINT (-87.63653731033266 41.911771427576866),3.464394262356115,"Concord Lane, 1625 North North Park Avenue, Chicago, IL 60614, United States of America",41.911829,-87.63571775076862,Concord Lane,1625,North North Park Avenue,60614,Old Town Triangle,Lincoln Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1401 W GRANVILLE AVE,1401,1411,W,GRANVILLE,AVE,UNDERGROUND STORAGE TANK,1401GRA1949-07-21,,CATHOLIC BISHOP OF CHGO-ST GERTRUDE,,,,,,07/21/1949,,,WORK BY: FALLON- DONAVAN & HOOD CONST; INSTALL 1-5K GAL FUEL OIL TANK          FINAL  12/1/50,HISTORIC DEPT. OF BUILDINGS,41.99438562200917,-87.66540024460164,POINT (-87.66540024460164 41.99438562200917),5.197916561747336,"1401 West Granville Avenue, Chicago, IL 60660, United States of America",41.9941975,-87.66559890078338,,1401,West Granville Avenue,60660,Edgewater Glen,Lake View Township,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10459 S TALMAN AVE,10459,10459,S,TALMAN,AVE,UNDERGROUND STORAGE TANK,10459TA1957-04-04,,A. E. CARMER,,,,,,04/04/1957,,,WORK BY: PETER STREICH; INSTALL 1-1K GAL FUEL OIL TANK            FINAL  7/9/51,HISTORIC DEPT. OF BUILDINGS,41.70272372216164,-87.6880532255311,POINT (-87.6880532255311 41.70272372216164),21.425611232213644,"10459 South Talman Avenue, Chicago, IL 60655, United States of America",41.702848,-87.687856,,10459,South Talman Avenue,60655,Chicago,West Beverly,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1440 W CERMAK RD,1440,1440,W,CERMAK,RD,UNDERGROUND STORAGE TANK,20055371992-02-28,,COCA-COLA BOTTLERS,,,,,,02/28/1992,,,"WORK BY: HOOSIER; REMOVE 1-12K,1-4K",HISTORIC DEPT. OF BUILDINGS,41.85250180995818,-87.66281031843234,POINT (-87.66281031843234 41.85250180995818),0,"Benito Juárez Community Academy, 1450-1510 West Cermak Road, Chicago, IL 60608, United States of America",41.853315699999996,-87.66357507322093,Benito Juárez Community Academy,1450-1510,West Cermak Road,60608,,Lower West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1130 W CERMAK RD,1130,1130,W,CERMAK,RD,UNDERGROUND STORAGE TANK,2039253,See Environmental Permit Dataset,DVORAK PARK,0004,,,GASOLINE,6000,,,,"REMOVED 08/11/99,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 105142; ]",DEPT. OF PUBLIC HEALTH,41.85263371948436,-87.65435624105876,POINT (-87.65435624105876 41.85263371948436),39.27264128180187,"1146 West Cermak Road, Chicago, IL 60608, United States of America",41.852695499999996,-87.65487517102966,,1146,West Cermak Road,60608,Chicago,Lower West Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2352 E 75TH ST,2352,2352,E,75TH,ST,UNDERGROUND STORAGE TANK,2.35E+781992-07-10,,AMOCO OIL,,,,,,07/10/1992,,,WORK BY: ABD TANK & PUMP CMPANY; INSTALL STAGE II PIPING,HISTORIC DEPT. OF BUILDINGS,41.759093980239946,-87.5666892139346,POINT (-87.5666892139346 41.759093980239946),13.004168895517347,"Amstar, 2348-2352 East 75th Street, Chicago, IL 60649, United States of America",41.759243,-87.56670517180365,Amstar,2348-2352,East 75th Street,60649,Windsor Park,South Shore,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1717 W CONGRESS PKWY,1717,1717,W,CONGRESS,PKWY,UNDERGROUND STORAGE TANK,2043097,See Environmental Permit Dataset,RUSH HOSPITAL/KELLOGG BUILDING,0001,COMPOSITE,DOUBLE,DIESEL,4000,09/19/2001,,01/21/2013,"TEMPORARILY OUT OF SERVICE 1/21/2013,  Historic data from former Dept. of Environment [ Tank Leak Protection: Automatic Tank Gauging/TLS 300; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: Composite/Permatank; Tank Overfill Protection: Drop Tube Valve; Piping Type: Suction Piping; Piping Leak Protection: European (safe) suction; Piping Corrosion Protection: Steel/Secondary containmednt; Piping Wall: Single; Pipe Material: Steel; Stage 2: E; Red Tag: N; Associated Permit Numbers: 109302    109302; ]",DEPT. OF PUBLIC HEALTH,41.875024452533665,-87.66993545823348,POINT (-87.66993545823348 41.875024452533665),0,"Rush University Medical Center, 1653 West Congress Parkway, Chicago, IL 60612, United States of America",41.873526049999995,-87.66910117417416,Rush University Medical Center,1653,West Congress Parkway,60612,Illinois Medical District,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1639 W EVERGREEN AVE,1639,1639,W,EVERGREEN,AVE,UNDERGROUND STORAGE TANK,1639EVE1983-02-18,,CITY OF CHICAGO,,,,,,02/18/1983,,,WORK BY: G. M. WRECKING; REMOVE 1-2K GAL FUEL OIL TANK          FINAL  6/16/83,HISTORIC DEPT. OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,
2100 S HALSTED ST,2100,2100,S,HALSTED,ST,UNDERGROUND STORAGE TANK,2100SHA,See Environmental Permit Dataset,VACANT LOT,0002,,,WASTE OIL,550,09/24/1953,,,,DEPT. OF PUBLIC HEALTH,41.853922786104285,-87.64667597939602,POINT (-87.64667597939602 41.853922786104285),18.320034370669063,"2108 South Halsted Street, Chicago, IL 60608, United States of America",41.853825,-87.646854,,2108,South Halsted Street,60608,Chicago,Pilsen,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
11 N RACINE AVE,11,11,N,RACINE,AVE,UNDERGROUND STORAGE TANK,11RACIN1975-12-05,,BANKERS DISPATCH,,,,,,12/05/1975,,,WORK BY: H & H TANK INSTALLERS; INSTALL 2-6K GAS,HISTORIC DEPT. OF BUILDINGS,41.881971494694,-87.65655269957152,POINT (-87.65655269957152 41.881971494694),9.687891766111617,"15 North Racine Avenue, Chicago, IL 60607, United States of America",41.8821383,-87.6563378719523,,15,North Racine Avenue,60607,Chicago,Near West Side,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
13428 S HOUSTON AVE,13428,13428,S,HOUSTON,AVE,UNDERGROUND STORAGE TANK,13428HO,See Environmental Permit Dataset,10TH WARD AUTO SALES,0002,,,GASOLINE,2000,,,," ",DEPT. OF PUBLIC HEALTH,41.65088752654216,-87.54854021073604,POINT (-87.54854021073604 41.65088752654216),9.067437220449017,"10th Ward Auto Sales, 13428 South Houston Avenue, Chicago, IL 60633, United States of America",41.6509698,-87.54871135274725,10th Ward Auto Sales,13428,South Houston Avenue,60633,Avalon Trails,Hegewisch,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1234 W 63RD ST,1234,1254,W,63RD,ST,UNDERGROUND STORAGE TANK,1234W631950-06-09,,MCFARLAND KEENAN BUICK SALES,,,,,,06/09/1950,,,WORK BY: JESS CLARK; INSTALL 1-1K GAL GSLN TK                 FINAL  6/13/50,HISTORIC DEPT. OF BUILDINGS,41.779701569577824,-87.6558847795536,POINT (-87.6558847795536 41.779701569577824),12.345989913449149,"St. John EMBC Church, 1234 West 63rd Street, Chicago, IL 60636, United States of America",41.7799107,-87.65631569531098,St. John EMBC Church,1234,West 63rd Street,60636,,West Englewood,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2111 W FULLERTON AVE,2111,2111,W,FULLERTON,AVE,UNDERGROUND STORAGE TANK,2015734,See Environmental Permit Dataset,EXPRESS CAR WASH,0002,,,GASOLINE,6000,,,," ",DEPT. OF PUBLIC HEALTH,41.924880584505345,-87.68093687988329,POINT (-87.68093687988329 41.924880584505345),24.357355091124667,"Express Car Wash, 2101-2111 West Fullerton Avenue, Chicago, IL 60647, United States of America",41.92465225,-87.68042449682696,Express Car Wash,2101-2111,West Fullerton Avenue,60647,,Logan Square,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1348 W 103RD ST,1348,1348,W,103RD,ST,UNDERGROUND STORAGE TANK,13481031952-01-20,,B. DRUG COMPANY,,,,,,01/20/1952,,,WORK BY: GENERAL TANK; INSTALL 4-3K NAPTHA,HISTORIC DEPT. OF BUILDINGS,41.70688188019735,-87.6567565720277,POINT (-87.6567565720277 41.70688188019735),25.45715182252005,"1350 West 103rd Street, Chicago, IL 60643, United States of America",41.706924,-87.657058,,1350,West 103rd Street,60643,Chicago,East Beverly,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
1750 N LAWNDALE AVE,1750,1750,N,LAWNDALE,AVE,UNDERGROUND STORAGE TANK,1750NLA1952-07-28,,PLAYSKOOL,,,,,,07/28/1952,,,WORK BY: WATER TUBE BOILER & TANK; INSTALL 1-2.5K F.O.,HISTORIC DEPT. OF BUILDINGS,41.91327406386553,-87.71924238172777,POINT (-87.71924238172777 41.91327406386553),0,"1750 North Lawndale Avenue, Chicago, IL 60618, United States of America",41.91319165,-87.7199671717633,,1750,North Lawndale Avenue,60618,Beat 2535,Humboldt Park,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1701 N DAMEN AVE,1701,1701,N,DAMEN,AVE,UNDERGROUND STORAGE TANK,2035089,See Environmental Permit Dataset,HARPER REALTY,0002,,,HEATING OI,1000,,,,"1701 N DAMEN, REMOVED 11/20/90,  Historic data from former Dept. of Environment [ Associated Permit Numbers: 730731; ]",DEPT. OF PUBLIC HEALTH,41.912347382139636,-87.67736006269504,POINT (-87.67736006269504 41.912347382139636),15.773811826141202,"1659 North Damen Avenue, Chicago, IL 60622, United States of America",41.912213,-87.677299,,1659,North Damen Avenue,60622,Chicago,Bucktown,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
19 N ABERDEEN ST,19,23,N,ABERDEEN,ST,UNDERGROUND STORAGE TANK,19ABERD1991-01-07,,MKP PROPERTIES,,,,,,01/07/1991,,,WORK BY: DOWN UNDER ENVIRONMENTAL; INSTALL 1-(10K) GAS TANK. COMPLETED 7/8/91,HISTORIC DEPT. OF BUILDINGS,41.88225546700483,-87.65422802874951,POINT (-87.65422802874951 41.88225546700483),0,"15-23 North Aberdeen Street, Chicago, IL 60622, United States of America",41.882252550000004,-87.65403558204463,,15-23,North Aberdeen Street,60622,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1546 W LAKE ST,1546,1546,W,LAKE,ST,UNDERGROUND STORAGE TANK,2019865,See Environmental Permit Dataset,VACANTWAREHOUSE,0003,,,WASTE OIL,550,,,," ",DEPT. OF PUBLIC HEALTH,41.88545838133692,-87.66608231908637,POINT (-87.66608231908637 41.88545838133692),0,"1538-1546 West Lake Street, Chicago, IL 60607, United States of America",41.88566215,-87.66611520000001,,1538-1546,West Lake Street,60607,,Near West Side,Chicago,,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1200 W 111TH PL,1200,1200,W,111TH,PL,UNDERGROUND STORAGE TANK,2041594,See Environmental Permit Dataset,MARATHON GAS STATION,0003,,,GASOLINE,4000,,,12/31/1973,"1200 W 111TH ST, REMOVED  4/28/03,  Historic data from former Dept. of Environment [ Tank Leak Protection: Interstitial Monitoring; Tank Spill Prevention: Spill Containment Manhole; Tank Corrosion Protection: Composite glass steel II; Tank Overfill Protection: Drop Tube Valve; Piping Type: Pressurized Piping; Piping Leak Protection: Interstitial monitoring; Piping Corrosion Protection: Omni Flex; Piping Wall: Double; Pipe Material: Omni Flex; ]",DEPT. OF PUBLIC HEALTH,41.69143946661477,-87.65220454599103,POINT (-87.65220454599103 41.69143946661477),6.784832796105,"1200 West 111th Place, Chicago, IL 60643, United States of America",41.6915052,-87.65232309972185,,1200,West 111th Place,60643,Chicago,Morgan Park,Chicago,CO,Cook County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
